ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
710139,5930,19200,37082,44506,46322,61604,64589,87891,92115,116670,122805,141867,144991,190551,194289,201011,221588,225955,245591,260244,283147,290992,307680,368733,375977,410288,413025,420502,430557,470093,473118,497375,503506,536211,562093,565993,585684,615158,617490,641045,643276,657230,662772,674307,684980,701468,711359,716993,730579,744205,749554,761435,777692,784704,802367,819051,830958,835940,850838,851280,862693,864023,867361,872044,875528,888233,895500,907206
710141,1437,8124,13724,20603,24354,37882,40382,57262,60997,84323,88512,105670,112867,134114,138566,155572,166038,173922,176036,192118,212633,216067,221102,246002,249275,282928,285194,294993,297170,319749,321489,339634,353669,380003,385981,399852,406968,425496,427946,437336,456206,458923,465331,472619,493553,496707,499838,513603,517797,530891,533007,534973,536724,538044,545029,546567,559042,576474,580635,585439,599354,607735,612412,627124,631698,639954,645637,658515
710143,0,6036,15475,51626,59269,80543,82966,89445,92345,107755,110979,128435,133601,178972,202339,205384,212999,217399,225007,228021,233107,235785,239670,256468,258128,265335,269040,274767,277846,283253,284691,286965,288495,289895,291170,294488,306260,308282,309468,313124,314867,315741,325985,329717,331388,337653,345057,352319,354876,359443,367486,369458,382217,383613,389958,394483,398699,413875,419837,423507,425819,432405,434824,444687,448426,451356,455740,461787
710144,1236,6890,14183,23614,25436,37419,41531,46525,51631,54524,69942,75338,84902,119823,126766,129119,134376,137197,147352,152959,162804,166454,192264,197833,205869,208216,223466,226577,231091,236527,241644,250156,258135,283027,291513,291982,295851,302850,309532,315986,323370,326695,329010,341896,368170,372546,380709,408031,414339,431156,432409,436271,437830,445561,447487,464558,468493,491089,495596,499127,512343,533309,536036,552282,555510,562531,564934,588155
710145,0,13157,16050,28658,30400,41288,43622,45845,49224,52285,70953,74012,87047,113004,120095,123240,139972,159254,164311,188385,192157,207759,209939,223574,243178,245878,253429,269584,272889,284079,285884,291530,293090,312998,316135,332051,345952,365359,368670,373901,377286,383339,385492,391167,395045,398654,400479,409792,429153,433426,442287,444413,455193,456302,457567,460192,462620,464675,466173,484914,487420,490307,496624,498659,507565,508913,517716,521442
710147,0,8786,20095,26480,56083,60572,79467,92502,98558,103181,131126,159400,166429,176816,222239,226250,269578,272295,281232,285294,326324,329469,364931,371956,384945,404818,422149,429428,458736,462561,477221,490759,491878,506176,515081,525866,541657,544979,550083,554135,565643,568248,575370,580895,602133,613382,622166,638739,662502,665353,698238,703175,725687,735081,756269,771408,778462,786118,807766,809607,826780,829290,831830,833896,835399,853250,856084,869676
710149,0,7776,9682,11903,14074,16987,18624,22273,30496,124959,121754,134765,153705,169131,175521,204944,209157,225635,233903,254690,317938,320525,324067,360077,362168,385462,387983,393318,396286,418232,421375,438293,440928,466542,534439,545895,551443,567576,574107,581498,590805,595648,599293,619977,652561,664949,669482,685685,690156,703958,709925,712745,715473,718434,734372,738492,749766,768897,775915,783158,786817,804454,808426,814597,826638,829461,840384,860841
710153,0,3346,6120,10241,10990,18929,20421,37105,41377,67431,74424,76054,84260,88567,90193,104863,107284,111357,113226,120789,139986,146660,149309,156832,159634,168543,169886,170969,171551,172621,173394,176342,178419,187452,197218,200366,202396,206092,207810,212543,213845,215014,215536,217682,227830,240520,242149,243632,245629,246714,247153,249518,251363,252007,252816,272839,279074,280141,282770,283271,285733,287190,288165,288784,289867,292063,292895,294934
710156,0,6882,18070,26214,48034,56417,67374,77856,85191,86863,107885,140568,152228,164061,171522,181514,184052,188762,194737,198023,203255,208900,220065,227572,232653,254243,255837,271933,273723,278356,279684,291887,293314,312670,347315,359720,367141,368696,373388,376778,383495,385212,392077,394020,402818,408641,411306,419003,421797,427862,430694,433939,438504,440335,449576,451635,460460,472065,476546,479916,491621,498391,500874,510585,512953,520100,523893,535519
710432,0,4525,10577,19495,28248,32998,38857,45495,49654,54699,62830,86665,90759,98626,102019,114921,117837,119154,125108,126938,132826,136978,157502,161450,165361,176426,178817,196887,198212,203960,205373,215890,217206,227235,232101,249072,253762,257515,265992,273445,276386,287558,289843,299237,301287,312089,326010,330420,331738,334649,337249,342391,343483,348399,349861,365745,371523,373415,382474,383691,390650,392484,394158,395333,396423,406183,408367,418236
710434,0,18510,28782,39311,50967,52521,72225,74909,84742,86375,107045,135280,136954,138186,144245,146342,156520,157773,163470,164616,184259,209317,219358,221770,235226,237402,240785,247197,250678,251933,269214,285109,288872,292750,319865,329872,373022,373854,379668,380988,419899,421220,437133,466373,479950,491667,499619,501401,518305,519366,521935,525734,527006,532116,537233,547716,557732,558702,563847,565650,579954,581011,583702,585516,589347,604725,606071,620733
710440,1188,16772,26107,29762,33984,35293,38242,40602,42504,45457,48422,86424,93192,96192,105167,117765,200503,127246,129204,132835,135221,137764,162373,165428,167149,169618,170777,173265,174580,176434,178025,210304,208024,212646,213983,219448,222199,225868,228647,230801,232333,235678,289836,287334,289246,293068,294247,298435,299996,309946,311985,313733,315150,320193,322718,359418,361574,363104,366969,368779,375844,381683,383517,385092,387657,395346,396975,404863
710445,1161,11529,18192,34308,38572,60002,62332,71343,72903,89665,91333,99552,125230,158257,186399,188457,195752,203332,205178,216696,219833,229726,232181,241380,244325,263453,264451,267905,269617,273781,275574,277977,279168,281289,289853,291053,298399,302293,317861,322842,324282,337149,338474,342010,347727,350470,354850,357684,371540,381045,385602,388705,394056,396619,400153,402304,404599,406109,410525,420211,429558,430877,433093,434418,438806,441237,444591,447405
710449,18701,34549,48617,86969,89393,166821,171721,192546,193973,243777,245842,301011,37322,377778,391338,393094,402740,404178,414251,416464,435194,457734,484606,495609,511816,513401,560478,562647,571942,616128,617372,626102,632457,649290,658588,662594,679253,707840,710441,741949,743262,760501,763255,782321,798106,805347,810442,819085,820301,829030,830534,832061,833319,834726,848506,849548,856290,879473,880611,907974,912806,921537,923651,925743,943550,948190,949871,954967
710451,25793,30268,42235,73427,77268,107642,109259,115895,117749,149223,150757,179201,191779,220758,222534,224891,229171,232111,241193,243159,253668,256169,273571,277009,279874,291160,309471,312324,327008,329772,342800,345233,355430,373867,374611,386421,388202,401937,403881,407698,413465,415577,422953,430708,483185,486674,488183,494903,496982,507948,509692,512483,514806,517730,536657,537967,552899,578836,581030,586289,589358,597195,608543,613174,619368,625415,629552,642875
710452,1502,12648,18074,72075,73965,103254,105344,113523,114637,146347,146816,196999,200609,227074,241958,245721,276799,282122,296870,299805,303728,305646,307574,311450,312726,324633,349323,358847,383214,387576,414675,421752,433300,442728,446577,447595,450066,471361,477869,480262,487953,490912,493414,494831,505552,507951,524830,532358,541954,545185,566497,567685,573204,584603,587578,592912,598888,626995,630977,639720,678535,711829,716391,754485,757794,775436,778810,790295
710455,1021,12350,39527,99063,104982,177515,179352,191074,192472,251158,252344,278088,284023,336384,339399,365735,369205,394583,396293,406032,420580,423526,440229,465142,482154,486643,488695,514201,517655,540999,543330,549054,553398,556915,584432,586440,603386,624740,626697,629368,636837,640929,656026,657278,673171,677715,711752,714514,735191,739214,755264,762280,771450,718291,805437,807512,821333,834919,838696,842199,871508,894767,898483,918626,925968,937606,940235,952081
710461,751,9554,19217,23616,45833,48151,66184,79764,90382,92168,116060,153637,157253,165041,219146,223178,287952,290495,300809,302500,342641,344355,393744,405585,421992,432088,456813,459406,487865,489079,490827,493511,495690,497177,498211,518598,526519,530504,557310,586745,589829,617493,620421,630767,633920,648672,666768,676568,678636,699839,704536,729790,733637,736006,737657,739155,761520,763755,778525,798501,801902,803224,807598,810015,829656,833850,848265,849609
710464,1603,10356,28397,38069,69798,76042,87904,100763,108920,113650,117803,140621,154481,156397,165329,166307,174182,175365,176349,177555,178499,182413,184342,193451,206781,218491,219591,223484,224534,232579,233055,233498,234771,247946,258432,268600,270217,281021,283711,284433,285125,285896,286605,287011,296521,304247,305516,308684,309831,311361,321123,322127,324028,324942,330818,344227,347498,349026,350413,350870,352014,352983,353929,354322,355380,356241,358593,359481
710468,6180,12576,26038,34853,43656,47042,50148,52809,55161,58018,70619,113166,118899,128288,131765,148465,151602,154661,163742,166651,172955,179233,196179,201454,202909,217405,219352,230022,233928,236406,240474,242394,253032,254998,268074,286823,288611,291883,299158,302291,308747,310486,317433,320849,337169,342453,345509,354638,362612,365863,382872,385221,392367,395065,403412,421214,424284,429832,445910,448350,462569,464288,469972,473494,486976,489565,504483,508494
